host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
t,Central Business District,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,325.0,1,365,19,49,75,309,2,5.0,5.0,4.5,5.0,5.0,5.0,4.5,t
t,Lower Garden District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,325.0,1,365,13,36,61,294,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,348.0,1,365,20,50,80,345,1,4.0,5.0,5.0,5.0,5.0,4.0,5.0,t
f,Lakeview,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,425.0,30,31,0,4,34,124,13,5.0,4.91,4.82,5.0,5.0,4.91,5.0,f
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,2.0,249.0,2,21,14,44,74,250,46,4.91,4.96,4.89,4.96,5.0,4.96,4.85,f
f,Pontchartrain Park,Entire place,Entire home/apt,10,2 baths,3.0,4.0,228.0,2,1125,24,49,79,349,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,West Riverside,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,155.0,2,90,4,23,23,23,56,4.79,4.88,4.88,4.96,4.98,4.75,4.8,f
t,St. Claude,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,152.0,1,1125,2,10,24,168,77,4.92,4.96,4.94,5.0,5.0,4.82,4.92,f
f,Seventh Ward,Private room in residential home,Private room,2,1 private bath,1.0,1.0,25.0,30,90,0,0,0,0,23,4.7,4.87,4.7,5.0,4.91,4.65,4.7,f
t,Central City,Entire residential home,Entire home/apt,8,2 baths,4.0,6.0,284.0,3,1125,17,42,67,150,63,4.87,4.87,4.81,4.94,4.89,4.73,4.79,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,10,2.5 baths,3.0,7.0,453.0,30,1125,15,26,42,88,51,4.98,4.98,4.92,4.88,5.0,4.86,4.94,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,10,3.5 baths,5.0,10.0,1200.0,30,1125,29,59,89,361,1,4.0,5.0,5.0,5.0,5.0,5.0,4.0,f
t,Bayou St. John,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,75.0,30,180,0,0,29,269,7,4.86,4.86,4.71,5.0,5.0,4.86,4.86,f
t,Tulane - Gravier,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,59.0,1,1125,0,0,0,0,45,4.78,4.89,4.71,5.0,5.0,4.58,4.76,t
t,Bywater,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,68.0,1,1125,2,10,24,43,62,4.89,4.94,4.92,4.97,4.97,4.95,4.85,f
t,Lower Garden District,Entire residential home,Entire home/apt,7,1.5 baths,2.0,4.0,136.0,1,40,0,0,0,0,65,4.89,4.92,4.91,4.94,4.95,4.97,4.91,f
t,Bayou St. John,Entire residential home,Entire home/apt,6,2 baths,3.0,6.0,99.0,2,31,0,0,0,0,28,4.89,4.79,4.5,4.86,4.96,5.0,4.93,f
t,East Riverside,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,206.0,3,1125,23,51,81,244,31,4.84,4.87,4.68,5.0,4.97,4.97,4.81,t
f,Lower Garden District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,178.0,2,1125,28,58,88,234,25,4.04,4.4,4.48,4.64,4.12,4.92,4.24,t
f,St. Claude,Entire residential home,Entire home/apt,2,1 bath,1.0,2.0,152.0,30,1125,30,60,90,360,33,4.55,4.64,4.61,4.52,4.64,4.67,4.48,t
f,Fairgrounds,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,146.0,2,1125,10,10,10,233,6,4.67,4.67,4.67,5.0,4.83,4.83,5.0,f
f,Lower Garden District,Entire condominium (condo),Entire home/apt,5,2 baths,2.0,2.0,125.0,2,1125,0,0,0,156,19,4.89,4.78,4.94,4.89,4.83,5.0,4.89,f
t,Marlyville - Fontainbleau,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,154.0,3,1125,9,24,49,255,76,4.97,4.96,4.96,5.0,4.99,4.95,4.92,f
f,Bywater,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,136.0,3,1125,0,0,0,5,4,5.0,5.0,4.75,5.0,5.0,4.75,5.0,t
t,West Riverside,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,106.0,1,1125,11,27,57,113,29,4.83,4.97,4.83,5.0,5.0,4.97,4.9,t
f,Central Business District,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,592.0,30,1125,0,0,0,0,1,3.0,3.0,3.0,3.0,4.0,4.0,3.0,f
t,Central Business District,Room in boutique hotel,Private room,2,1 bath,1.0,1.0,4465.0,30,1125,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Central City,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,149.0,7,7,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Seventh Ward,Private room in residential home,Private room,4,1 private bath,2.0,2.0,99.0,1,1125,15,38,68,68,36,4.75,4.83,5.0,4.89,4.72,4.58,4.86,f
f,Leonidas,Entire rental unit,Entire home/apt,12,3 baths,4.0,7.0,547.0,3,1125,22,39,69,134,30,4.63,4.73,4.2,5.0,4.77,4.87,4.67,t
f,Milan,Entire townhouse,Entire home/apt,7,2 baths,3.0,3.0,259.0,2,1125,17,39,69,309,14,4.77,4.92,5.0,4.92,4.77,4.77,4.77,t
t,Seventh Ward,Entire residential home,Entire home/apt,10,2 baths,4.0,6.0,407.0,2,120,0,0,0,0,70,4.93,4.9,4.91,4.96,4.99,4.74,4.91,f
f,Lower Garden District,Entire residential home,Entire home/apt,10,4.5 baths,4.0,4.0,1065.0,3,1125,0,0,0,0,6,5.0,5.0,5.0,5.0,4.83,5.0,5.0,f
f,Treme - Lafitte,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,94.0,1,365,11,23,25,25,157,4.68,4.87,4.94,4.95,4.96,4.8,4.81,t
t,Treme - Lafitte,Entire rental unit,Entire home/apt,1,1 bath,1.0,1.0,95.0,30,1125,7,19,28,88,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Mid-City,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,84.0,5,360,7,37,53,65,18,4.83,5.0,4.83,5.0,5.0,4.89,4.94,t
f,Tulane - Gravier,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,272.0,2,1125,24,54,84,311,33,4.69,4.97,4.84,4.97,4.84,4.47,4.66,t
t,Lower Garden District,Entire residential home,Entire home/apt,4,1 bath,2.0,4.0,200.0,30,1125,30,60,90,358,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Central Business District,Entire townhouse,Entire home/apt,8,3 baths,4.0,7.0,660.0,3,28,16,23,37,253,36,5.0,4.97,5.0,5.0,5.0,4.94,4.78,t
f,Marigny,Private room in resort,Private room,4,1 private bath,1.0,2.0,16.0,1,7,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Seventh Ward,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,99.0,30,1125,4,10,23,28,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Seventh Ward,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,119.0,30,1125,0,0,0,3,11,4.91,4.91,4.91,5.0,5.0,4.91,4.82,t
f,Mid-City,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,256.0,2,120,17,47,77,77,82,4.83,4.83,4.82,4.95,4.93,4.71,4.82,t
t,Uptown,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,98.0,2,90,13,24,48,290,77,4.82,4.87,4.87,4.96,4.94,4.92,4.84,f
f,Treme - Lafitte,Entire residential home,Entire home/apt,4,1 bath,2.0,5.0,81.0,60,1125,13,43,73,163,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Bayou St. John,Private room in residential home,Private room,2,1 private bath,1.0,1.0,57.0,1,1125,0,0,0,0,55,4.89,4.98,4.82,4.98,4.96,4.78,4.93,t
f,Seventh Ward,Entire cottage,Entire home/apt,6,2 baths,3.0,3.0,214.0,2,1125,22,45,75,75,11,4.91,4.91,4.82,4.73,4.91,4.64,4.73,t
t,Lower Garden District,Entire residential home,Entire home/apt,6,2 baths,2.0,2.0,172.0,2,1125,16,34,63,79,35,4.97,5.0,5.0,4.94,4.94,4.77,4.89,f
t,St. Thomas Dev,Entire residential home,Entire home/apt,6,2 baths,2.0,2.0,172.0,2,1125,16,34,63,79,19,4.89,4.95,5.0,5.0,4.95,4.95,5.0,f
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,300.0,30,1125,0,0,0,0,1,5.0,5.0,5.0,3.0,5.0,4.0,3.0,t
f,French Quarter,Entire condominium (condo),Entire home/apt,6,1 bath,2.0,3.0,317.0,3,30,10,36,63,310,62,4.4,4.35,4.44,4.84,4.55,4.85,4.31,t
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,313.0,3,30,26,56,86,361,88,4.57,4.51,4.58,4.82,4.82,4.95,4.56,t
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,324.0,3,30,18,45,75,338,71,4.32,4.51,4.66,4.79,4.58,4.85,4.41,t
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,316.0,3,30,24,54,84,359,48,4.69,4.75,4.71,4.81,4.81,4.9,4.75,t
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,357.0,3,30,27,53,83,340,19,4.21,4.37,4.47,4.79,4.37,4.89,4.37,t
f,French Quarter,Entire condominium (condo),Entire home/apt,6,1 bath,2.0,3.0,505.0,3,30,7,34,64,318,95,4.59,4.63,4.67,4.79,4.66,4.95,4.54,t
f,Fairgrounds,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,199.0,1,60,9,39,69,100,13,4.54,4.69,4.77,4.77,4.77,4.77,4.46,t
t,Marigny,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,159.0,2,7,20,32,55,55,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Central City,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,194.0,3,1125,12,31,51,132,55,4.85,4.91,4.89,4.95,4.95,4.71,4.76,f
f,Central Business District,Entire condominium (condo),Entire home/apt,15,2 baths,4.0,11.0,251.0,30,120,0,5,9,275,31,4.19,4.42,3.9,4.81,4.77,4.87,4.42,f
t,Central City,Entire residential home,Entire home/apt,6,2.5 baths,3.0,3.0,439.0,30,1125,20,38,41,272,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Central City,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,271.0,3,1125,0,0,2,277,28,4.79,4.75,4.61,4.93,4.93,4.57,4.57,f
t,Treme - Lafitte,Entire residential home,Entire home/apt,4,1 bath,1.0,2.0,121.0,2,1125,25,52,82,355,32,4.78,4.84,5.0,4.94,4.88,4.09,4.56,f
t,Mid-City,Entire residential home,Entire home/apt,10,2.5 baths,2.0,6.0,217.0,3,1125,18,44,67,152,66,4.91,5.0,4.82,5.0,4.94,4.94,4.91,t
f,Mid-City,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,187.0,2,120,21,51,81,81,70,4.66,4.8,4.51,4.91,4.87,4.61,4.67,t
t,Tulane - Gravier,Entire townhouse,Entire home/apt,5,2 baths,3.0,4.0,229.0,2,1125,19,46,46,46,18,4.94,5.0,5.0,5.0,4.89,4.78,4.89,f
t,Central City,Entire residential home,Entire home/apt,10,5.5 baths,5.0,5.0,614.0,30,1125,0,0,0,0,14,5.0,4.93,4.93,5.0,5.0,4.86,4.86,f
f,Broadmoor,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,120.0,2,1125,0,5,35,35,18,4.5,4.72,4.28,5.0,4.83,4.89,4.67,t
t,Tulane - Gravier,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,83.0,1,1125,15,27,27,27,54,4.87,5.0,4.78,5.0,5.0,4.83,4.93,t
t,East Carrollton,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,104.0,2,1125,7,7,7,7,43,4.98,5.0,5.0,5.0,5.0,4.98,4.95,f
t,Treme - Lafitte,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,150.0,2,1125,0,0,0,0,15,4.8,4.67,4.73,5.0,5.0,5.0,4.87,f
f,Central Business District,Private room in resort,Private room,6,2 baths,2.0,3.0,230.0,1,6,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,East Riverside,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,202.0,2,1125,16,42,72,286,13,4.54,4.77,4.54,4.62,4.38,4.92,4.69,t
f,East Riverside,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,153.0,2,1125,19,45,75,297,17,4.65,4.88,5.0,4.94,4.88,5.0,4.71,t
f,East Riverside,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,244.0,2,1125,18,48,78,300,8,4.63,4.75,5.0,5.0,4.88,5.0,5.0,t
f,East Riverside,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,332.0,2,1125,13,35,65,279,33,4.82,4.85,4.91,4.82,4.7,4.94,4.79,t
f,Treme - Lafitte,Entire residential home,Entire home/apt,8,4 baths,4.0,8.0,521.0,3,29,22,52,82,171,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Lower Garden District,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,106.0,30,1125,25,55,85,355,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Central Business District,Entire condominium (condo),Entire home/apt,13,2 baths,3.0,8.0,251.0,2,1125,0,3,20,85,46,4.52,4.48,4.15,4.65,4.78,4.91,4.61,f
f,Lakeview,Private room in residential home,Private room,2,1.5 shared baths,1.0,1.0,133.0,2,1125,29,56,85,218,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,t
t,Tall Timbers - Brechtel,Private room in townhouse,Private room,4,1.5 baths,1.0,2.0,73.0,30,30,28,55,85,355,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Marlyville - Fontainbleau,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,99.0,2,1125,0,0,0,0,8,5.0,5.0,4.75,5.0,5.0,4.88,4.88,f
f,French Quarter,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,295.0,30,1125,29,59,89,364,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,East Riverside,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,138.0,2,90,1,22,22,22,49,4.94,4.94,4.94,4.96,4.92,4.9,4.92,f
f,East Riverside,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,115.0,2,90,15,45,45,48,47,5.0,5.0,5.0,4.98,4.94,4.91,4.91,f
f,St. Roch,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,125.0,30,1125,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Irish Channel,Entire condominium (condo),Entire home/apt,4,1.5 baths,2.0,2.0,134.0,2,1125,0,0,0,0,18,4.78,4.89,4.28,5.0,4.94,4.94,4.72,t
f,Behrman,Entire residential home,Entire home/apt,8,1 bath,3.0,5.0,290.0,2,1125,29,59,89,89,26,4.62,4.77,4.65,4.92,4.81,4.58,4.77,t
f,Bayou St. John,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,170.0,2,1125,10,25,55,162,14,4.79,5.0,4.36,5.0,4.57,4.79,4.86,t
t,Seventh Ward,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,108.0,2,7,12,12,12,13,48,4.9,4.9,4.96,4.88,4.98,4.85,4.94,f
f,Treme - Lafitte,Entire residential home,Entire home/apt,5,1 bath,2.0,3.0,118.0,1,60,16,42,69,69,28,4.71,4.93,4.93,4.86,4.93,4.57,4.79,t
f,Broadmoor,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,92.0,2,60,0,0,0,0,47,4.72,4.85,4.83,4.91,4.94,4.79,4.68,f
f,Uptown,Entire guest suite,Entire home/apt,6,2 baths,2.0,3.0,200.0,3,60,12,25,55,127,10,4.9,4.9,4.8,5.0,4.9,5.0,4.9,t
t,Audubon,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,78.0,2,1125,7,21,44,124,98,4.93,4.98,4.92,4.97,4.93,4.97,4.96,t
t,St.  Anthony,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,189.0,3,365,12,33,60,60,47,4.96,5.0,4.94,5.0,5.0,4.81,4.91,t
t,Irish Channel,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,189.0,1,30,10,25,55,55,77,4.78,4.77,4.87,4.86,4.75,4.95,4.66,f
t,Irish Channel,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,199.0,1,30,9,26,56,56,51,4.92,4.86,4.78,4.9,4.94,4.98,4.84,f
t,Irish Channel,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,199.0,1,30,11,24,54,54,52,4.96,4.92,4.85,4.9,4.9,4.98,4.85,f
t,Irish Channel,Room in aparthotel,Entire home/apt,4,1 bath,1.0,2.0,179.0,1,30,7,24,54,54,115,4.85,4.91,4.83,4.85,4.87,4.97,4.83,f
f,Gentilly Woods,Entire guest suite,Entire home/apt,1,1 bath,1.0,1.0,75.0,30,28,4,34,64,339,1,5.0,5.0,4.0,4.0,5.0,4.0,5.0,f
t,Tulane - Gravier,Entire residential home,Entire home/apt,6,1 bath,3.0,4.0,232.0,2,1125,22,46,76,181,20,4.95,5.0,4.95,5.0,5.0,4.8,4.9,t
f,Plum Orchard,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,125.0,3,4,25,55,85,85,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f
f,Central Business District,Room in boutique hotel,Private room,2,1 bath,1.0,1.0,165.0,1,28,20,43,47,79,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,St. Claude,Entire guest suite,Entire home/apt,6,2 baths,3.0,4.0,132.0,2,7,21,44,74,151,19,4.84,4.74,4.95,4.89,4.84,4.84,4.89,t
t,Algiers Point,Entire cottage,Entire home/apt,6,1 bath,3.0,4.0,134.0,2,1125,7,21,46,167,52,4.96,4.9,4.98,4.98,5.0,4.94,4.96,f
f,Central Business District,Entire rental unit,Entire home/apt,8,2 baths,3.0,4.0,488.0,2,1125,30,60,90,236,129,4.47,4.62,4.76,4.65,4.29,4.74,4.59,t
t,Uptown,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,116.0,1,1125,15,38,68,88,69,4.88,4.97,4.87,4.94,5.0,5.0,4.84,t
f,Central Business District,Entire rental unit,Entire home/apt,10,3 baths,5.0,5.0,637.0,2,1125,27,54,84,227,50,4.72,4.84,4.92,4.86,4.84,4.82,4.76,t
f,West Riverside,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,151.0,2,90,10,35,35,35,56,4.86,4.96,4.93,5.0,4.93,4.82,4.86,f
f,Old Aurora,Entire residential home,Entire home/apt,6,1 bath,2.0,4.0,94.0,2,1125,0,0,0,65,7,4.57,4.71,4.57,5.0,5.0,4.71,4.71,t
t,Central City,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,150.0,2,7,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Gentilly Woods,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,108.0,2,1125,23,53,83,173,109,4.71,4.79,4.89,4.99,4.97,4.57,4.71,f
t,Bywater,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,50.0,2,90,0,0,0,0,41,4.98,5.0,5.0,5.0,5.0,4.95,4.9,f
t,Treme - Lafitte,Entire rental unit,Entire home/apt,9,2 baths,4.0,4.0,374.0,2,1125,10,31,47,135,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Leonidas,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,80.0,3,1125,0,11,11,11,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Algiers Point,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,75.0,30,1125,0,0,0,0,12,4.83,4.92,5.0,5.0,5.0,5.0,4.92,f
f,Marlyville - Fontainbleau,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,102.0,3,99,8,25,55,140,44,4.93,5.0,4.93,4.98,5.0,4.95,4.93,f
f,Tulane - Gravier,Entire residential home,Entire home/apt,4,1 bath,1.0,2.0,136.0,2,14,24,49,53,79,20,4.6,4.7,4.65,4.95,4.9,4.35,4.8,f
t,St. Thomas Dev,Entire guest suite,Entire home/apt,4,1.5 baths,2.0,2.0,160.0,2,14,18,48,78,159,16,5.0,5.0,5.0,5.0,5.0,4.94,4.88,f
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,235.0,4,182,16,46,76,351,2,4.5,5.0,5.0,5.0,4.5,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,3 baths,3.0,3.0,569.0,1,365,17,36,51,252,3,4.67,4.67,4.0,4.67,4.0,4.33,4.33,t
t,Uptown,Entire rental unit,Entire home/apt,8,3 baths,4.0,5.0,532.0,2,1125,0,0,23,277,28,4.93,4.96,4.96,5.0,4.93,4.89,4.82,f
t,Uptown,Entire rental unit,Entire home/apt,8,3 baths,4.0,5.0,532.0,2,1125,0,0,0,214,20,5.0,5.0,5.0,5.0,5.0,5.0,4.95,f
t,Lakeshore - Lake Vista,Entire condominium (condo),Entire home/apt,4,1.5 baths,2.0,2.0,300.0,30,1125,0,21,51,326,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Mid-City,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,63.0,30,1125,0,0,0,0,6,4.83,4.67,4.67,5.0,4.83,4.83,5.0,t
t,Fairgrounds,Private room in bed and breakfast,Private room,2,1 private bath,1.0,2.0,50.0,1,5,16,44,74,317,50,4.94,4.92,4.82,4.9,4.92,4.96,4.88,f
t,French Quarter,Entire townhouse,Entire home/apt,8,2.5 baths,3.0,3.0,265.0,30,1125,9,39,69,249,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,West Riverside,Entire residential home,Entire home/apt,10,3 baths,5.0,5.0,468.0,2,25,14,28,40,228,79,5.0,5.0,4.99,4.99,5.0,4.99,4.92,f
t,Dillard,Entire residential home,Entire home/apt,8,2 baths,3.0,4.0,190.0,2,1125,19,39,69,69,27,4.96,5.0,4.96,4.96,4.96,4.85,4.89,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,95.0,2,180,0,27,53,68,19,4.95,4.95,4.95,4.79,4.84,4.74,4.89,f
t,Uptown,Entire condominium (condo),Entire home/apt,10,2 baths,2.0,6.0,349.0,1,1125,12,35,65,327,3,5.0,5.0,5.0,4.67,5.0,5.0,4.67,t
t,Seventh Ward,Entire residential home,Entire home/apt,4,1.5 baths,2.0,3.0,146.0,2,1125,17,17,17,259,29,4.97,4.97,4.9,4.97,5.0,4.97,4.86,f
f,Read Blvd West,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,95.0,2,1125,4,18,45,287,31,4.94,4.94,4.97,5.0,4.97,4.81,4.97,f
t,Broadmoor,Entire residential home,Entire home/apt,6,2 baths,3.0,5.0,225.0,3,365,0,2,13,159,35,5.0,5.0,5.0,5.0,5.0,4.97,5.0,t
t,Florida Area,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,52.0,2,1125,10,29,51,130,38,4.94,4.94,5.0,5.0,5.0,4.69,4.92,t
f,Marlyville - Fontainbleau,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,144.0,1,1125,16,46,72,77,40,4.9,4.93,4.85,4.98,5.0,4.88,4.9,t
t,Lakeview,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,135.0,1,7,9,10,35,215,25,4.96,4.96,4.96,4.96,4.96,4.96,4.88,f
f,Fairgrounds,Entire guesthouse,Entire home/apt,4,1 bath,1.0,1.0,70.0,30,45,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,6,1 bath,2.0,2.0,112.0,2,1125,0,6,23,23,31,4.81,4.81,4.81,4.94,5.0,4.81,4.81,f
t,Broadmoor,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,136.0,2,21,10,23,53,99,33,4.88,4.94,4.88,4.91,4.91,4.67,4.88,t
t,Mid-City,Entire residential home,Entire home/apt,6,1 bath,2.0,2.0,119.0,2,25,21,44,74,159,17,4.94,4.94,5.0,5.0,5.0,4.88,5.0,t
f,French Quarter,Entire condominium (condo),Entire home/apt,5,2 baths,2.0,5.0,500.0,30,1125,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,St. Roch,Private room in farm stay,Private room,3,1 shared bath,1.0,2.0,76.0,1,1125,20,49,79,79,16,4.75,4.81,4.69,4.81,4.63,4.88,4.69,t
f,Central Business District,Room in boutique hotel,Private room,2,1 bath,1.0,2.0,292.0,1,28,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Room in boutique hotel,Private room,2,1 shared bath,1.0,2.0,210.0,1,28,29,54,59,179,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,t
f,Central Business District,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,292.0,1,28,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central City,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,119.0,3,1125,13,33,63,74,6,4.67,4.67,4.5,4.67,5.0,5.0,4.5,t
t,Lower Garden District,Private room in rental unit,Private room,5,2 baths,2.0,3.0,149.0,3,1125,9,39,67,75,13,4.85,4.92,4.69,4.77,4.85,4.92,4.85,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,346.0,2,60,15,42,64,115,7,4.33,4.33,4.33,4.17,4.33,4.33,4.33,f
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,229.0,1,1125,12,37,67,337,65,4.54,4.62,4.78,4.77,4.57,4.91,4.52,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,235.0,2,182,15,45,75,346,5,4.6,4.2,4.8,5.0,4.4,5.0,4.4,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,235.0,2,182,16,46,76,346,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,6,1.5 baths,3.0,4.0,200.0,1,14,14,30,56,123,32,4.87,4.97,4.71,5.0,5.0,4.97,4.94,f
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,230.0,2,182,16,46,76,345,3,5.0,4.67,5.0,4.67,5.0,5.0,4.33,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,230.0,2,182,19,49,79,354,1,5.0,4.0,4.0,3.0,3.0,5.0,5.0,t
f,Central Business District,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,230.0,2,182,16,46,76,351,1,4.0,4.0,5.0,5.0,4.0,4.0,5.0,t
