host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
f,Central Business District,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,144.0,1,1125,0,0,0,7,5,5.0,4.8,4.8,5.0,5.0,5.0,5.0,t
f,Central City,Entire rental unit,Entire home/apt,16,4 baths,8.0,10.0,1040.0,1,112,16,34,64,323,9,4.0,4.0,4.56,4.22,4.44,4.22,4.22,t
f,Central City,Entire residential home,Entire home/apt,16,3 baths,6.0,11.0,670.0,1,1125,4,8,24,257,6,4.67,5.0,4.83,4.83,5.0,4.67,4.33,t
f,Central Business District,Entire rental unit,Entire home/apt,8,2 baths,4.0,6.0,455.0,1,1125,13,26,50,316,9,4.44,4.33,4.67,4.44,4.56,4.67,4.11,t
f,Lower Garden District,Room in boutique hotel,Private room,4,1 private bath,1.0,3.0,156.0,1,30,21,48,75,122,4,3.75,3.5,4.25,4.5,4.75,4.75,4.5,t
f,Milneburg,Entire residential home,Entire home/apt,10,3.5 baths,5.0,6.0,311.0,30,1125,17,47,77,352,20,4.85,4.95,4.95,4.75,4.7,4.25,4.75,t
f,St. Roch,Entire residential home,Entire home/apt,15,4 baths,7.0,9.0,453.0,3,1125,7,20,41,310,14,4.86,4.86,5.0,5.0,4.86,4.57,4.71,f
f,Marigny,Entire residential home,Entire home/apt,16,10.5 baths,10.0,13.0,1188.0,3,1125,9,26,49,311,8,4.88,4.75,4.88,5.0,5.0,5.0,4.88,f
t,St. Claude,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,125.0,2,1125,10,36,66,332,15,4.93,5.0,4.87,4.93,5.0,4.67,4.87,t
f,Leonidas,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,201.0,2,30,23,47,77,80,34,4.68,4.68,4.79,5.0,4.85,4.47,4.71,f
f,Milan,Entire rental unit,Entire home/apt,6,1 bath,1.0,2.0,89.0,2,28,23,51,81,84,32,4.84,4.88,4.84,4.94,4.91,4.41,4.81,f
t,Treme - Lafitte,Entire residential home,Entire home/apt,14,2 baths,4.0,7.0,550.0,2,1125,9,29,52,123,9,5.0,5.0,5.0,5.0,5.0,4.56,5.0,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,6,1 bath,2.0,3.0,207.0,2,365,18,39,64,126,2,5.0,5.0,4.5,5.0,5.0,4.0,5.0,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,139.0,2,1125,11,34,64,144,14,5.0,4.93,4.93,5.0,5.0,5.0,5.0,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,16,5.5 baths,6.0,8.0,914.0,3,1125,22,37,62,219,15,4.73,4.8,4.73,4.67,4.73,4.8,4.6,t
f,Milan,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,196.0,2,1125,0,4,34,37,29,4.83,4.93,4.9,4.86,4.97,4.55,4.97,f
t,Mid-City,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,119.0,2,14,1,9,19,67,42,4.98,5.0,5.0,4.98,4.98,4.98,4.98,f
t,Mid-City,Private room in bed and breakfast,Private room,2,0 shared baths,1.0,1.0,50.0,1,1125,0,0,0,0,9,5.0,5.0,5.0,4.89,4.89,4.89,5.0,f
f,Milan,Entire townhouse,Entire home/apt,7,2.5 baths,3.0,4.0,142.0,2,1125,19,40,70,73,24,4.75,4.79,4.75,4.88,4.88,4.42,4.71,f
t,Mid-City,Entire residential home,Entire home/apt,10,4 baths,5.0,5.0,450.0,1,1125,18,42,71,122,10,5.0,4.9,5.0,5.0,5.0,5.0,5.0,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,0,1,30,305,16,4.56,4.88,4.88,4.5,4.69,4.88,4.94,f
f,Leonidas,Shared room in residential home,Shared room,1,1 shared bath,1.0,1.0,35.0,30,1125,30,60,90,365,1,4.0,3.0,3.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,110.0,1,180,5,20,44,306,28,4.86,4.86,4.71,4.68,4.82,4.93,4.75,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,7,27,57,332,30,4.8,4.8,4.9,4.6,4.8,4.87,4.73,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,17,46,76,351,14,4.71,5.0,4.5,4.5,4.71,5.0,4.71,f
t,Leonidas,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,93.0,2,11,12,35,65,90,54,4.87,4.93,4.93,4.98,4.96,4.87,4.81,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,13,31,61,336,20,4.9,4.85,4.9,4.75,4.95,4.95,4.95,f
t,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,140.0,1,180,5,17,30,214,48,4.92,4.92,4.83,4.48,4.94,4.9,4.83,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,11,41,71,346,26,4.96,5.0,4.92,4.46,4.96,5.0,4.96,f
t,Dillard,Entire residential home,Entire home/apt,8,4 baths,4.0,6.0,141.0,1,1125,14,40,70,156,22,4.77,4.95,4.82,4.95,4.95,4.77,4.86,t
f,Central City,Entire rental unit,Entire home/apt,16,4 baths,8.0,8.0,363.0,2,1125,17,45,72,246,15,4.53,4.6,4.73,4.8,4.8,4.4,4.6,t
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,9,21,51,326,23,4.91,4.96,4.83,4.74,4.96,4.91,4.87,f
t,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,2.0,143.0,1,180,11,24,36,257,25,4.52,4.84,4.76,4.32,4.48,4.88,4.56,f
t,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,140.0,1,180,0,0,0,0,49,4.88,4.98,4.92,4.8,4.94,4.96,4.88,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,0,0,0,0,23,4.83,4.91,4.78,4.57,4.83,4.96,4.91,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,23,53,83,358,16,4.63,4.94,4.75,4.81,4.81,4.69,4.75,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,23,53,83,358,11,4.45,4.73,4.36,4.36,4.36,4.64,4.45,f
f,Central Business District,Entire rental unit,Entire home/apt,6,1 bath,1.0,2.0,105.0,2,300,8,28,47,255,41,4.63,4.83,4.88,4.93,4.95,4.98,4.73,t
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,118.0,1,180,6,25,55,330,16,4.81,4.88,4.81,4.81,4.94,4.94,4.88,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,118.0,1,180,10,40,70,345,24,4.75,4.88,4.83,4.42,4.71,4.92,4.92,f
f,Central Business District,Entire rental unit,Entire home/apt,8,1 bath,3.0,3.0,176.0,2,900,12,31,50,258,58,4.97,4.95,4.91,4.95,5.0,4.97,4.93,t
f,Central Business District,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,111.0,2,655,9,26,47,255,40,4.85,4.93,4.88,4.93,4.88,4.93,4.83,t
f,Central Business District,Entire rental unit,Entire home/apt,5,1 bath,1.0,2.0,126.0,2,555,9,27,44,251,42,4.86,4.93,4.9,4.9,4.83,4.95,4.86,t
f,Central Business District,Entire rental unit,Entire home/apt,8,1 bath,1.0,2.0,111.0,2,777,13,35,59,263,55,4.85,4.84,4.87,4.82,4.8,4.95,4.71,t
t,Treme - Lafitte,Entire villa,Entire home/apt,16,4 baths,6.0,9.0,1500.0,3,60,10,27,48,260,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Milan,Entire townhouse,Entire home/apt,12,2 baths,5.0,6.0,500.0,3,60,20,41,69,320,4,4.75,4.75,4.75,4.75,4.5,4.5,4.75,t
f,Broadmoor,Entire townhouse,Entire home/apt,7,2.5 baths,3.0,4.0,149.0,2,1125,23,53,83,86,30,4.47,4.57,4.53,4.87,4.73,4.43,4.53,f
t,Mid-City,Private room in bed and breakfast,Private room,2,1.5 baths,1.0,1.0,50.0,1,1125,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,4.9,5.0,f
f,Milan,Entire residential home,Entire home/apt,8,2.5 baths,3.0,4.0,225.0,2,1125,3,3,25,28,30,4.93,4.87,4.73,4.97,4.93,4.6,4.83,f
f,Central Business District,Entire rental unit,Entire home/apt,6,1 bath,1.0,2.0,115.0,2,444,15,35,62,270,49,4.86,4.86,4.96,4.92,4.9,4.96,4.88,t
f,French Quarter,Entire residential home,Entire home/apt,12,2.5 baths,3.0,6.0,1306.0,5,30,19,47,70,320,20,4.45,4.6,4.75,4.75,4.2,5.0,4.75,t
f,Central Business District,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,145.0,2,458,0,0,0,0,58,4.86,4.97,4.86,4.95,4.93,5.0,4.86,t
f,Seventh Ward,Entire residential home,Entire home/apt,8,2.5 baths,3.0,4.0,175.0,2,1125,22,49,79,82,30,4.73,4.9,4.83,5.0,4.9,4.4,4.67,f
f,Mid-City,Entire residential home,Entire home/apt,8,1 bath,3.0,3.0,148.0,2,1125,27,57,87,90,30,4.5,4.67,4.5,4.83,4.53,4.8,4.53,f
t,Uptown,Entire residential home,Entire home/apt,9,2 baths,4.0,6.0,400.0,30,1125,0,0,0,220,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Broadmoor,Entire residential home,Entire home/apt,6,1 bath,3.0,4.0,171.0,2,30,21,42,72,73,9,5.0,4.67,5.0,5.0,5.0,4.67,4.78,t
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,118.0,1,180,4,7,20,246,34,4.82,4.91,5.0,4.71,4.94,4.88,4.88,f
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,337.0,1,14,21,51,71,283,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,278.0,1,14,21,39,49,225,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,452.0,1,14,16,31,61,268,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,259.0,1,14,11,17,42,262,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,226.0,1,14,13,34,43,208,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,118.0,1,180,10,28,58,323,29,4.83,4.83,4.79,4.79,4.86,4.97,4.86,f
t,Treme - Lafitte,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,200.0,3,1125,19,43,68,320,17,4.94,4.94,5.0,5.0,5.0,5.0,4.94,t
f,Central City,Private room in hostel,Private room,2,1 private bath,1.0,1.0,175.0,1,365,28,58,88,97,7,4.86,4.86,4.86,5.0,5.0,4.57,4.71,t
f,Irish Channel,Private room in rental unit,Private room,3,1 shared bath,2.0,2.0,160.0,365,365,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,St. Bernard Area,Shared room in residential home,Shared room,1,1 shared bath,1.0,3.0,35.0,30,1125,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,118.0,1,180,9,17,33,308,28,4.93,4.96,4.86,4.64,4.96,4.82,4.86,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,118.0,1,180,18,43,73,348,27,4.63,4.74,4.52,4.3,4.56,4.81,4.67,f
t,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,118.0,1,180,0,2,31,301,14,4.79,4.79,4.93,4.64,4.79,4.86,4.71,f
f,Seventh Ward,Entire residential home,Entire home/apt,6,2 baths,2.0,2.0,196.0,2,1125,24,52,82,350,30,4.73,4.87,4.9,4.97,4.93,4.4,4.5,t
t,St. Roch,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,84.0,1,1125,24,51,81,349,65,4.75,4.82,4.86,4.95,4.98,4.29,4.66,t
t,St. Roch,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,125.0,1,1125,17,47,77,348,51,4.71,4.82,4.82,4.82,4.88,4.47,4.67,t
f,Algiers Point,Entire rental unit,Entire home/apt,8,2 baths,3.0,4.0,212.0,1,59,17,44,74,77,22,4.5,4.5,4.36,4.91,4.77,4.64,4.45,f
t,Treme - Lafitte,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,153.0,2,1125,10,40,70,250,12,5.0,5.0,4.92,5.0,5.0,4.58,4.75,t
t,Marigny,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,610.0,3,45,17,40,65,131,26,5.0,4.96,4.96,5.0,5.0,4.92,4.96,f
t,Mid-City,Entire residential home,Entire home/apt,10,2 baths,3.0,5.0,218.0,3,365,18,48,75,181,24,4.21,4.58,4.63,4.67,4.54,4.08,4.38,t
f,Mcdonogh,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,140.0,2,7,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Tulane - Gravier,Entire residential home,Entire home/apt,16,6 baths,8.0,8.0,665.0,2,28,9,29,48,210,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Mcdonogh,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,82.0,30,365,0,0,0,208,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,t
t,Marigny,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,141.0,2,45,17,43,73,183,26,4.88,4.96,4.81,5.0,4.88,4.96,4.88,f
t,French Quarter,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,186.0,2,45,14,36,65,165,35,4.86,5.0,5.0,4.97,5.0,4.89,4.71,f
t,Marigny,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,160.0,2,45,13,39,69,177,28,4.75,4.89,4.68,4.82,4.89,4.86,4.75,f
t,Marigny,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,190.0,2,45,5,16,38,141,30,4.93,5.0,4.97,5.0,5.0,4.97,4.97,f
t,Central Business District,Entire rental unit,Entire home/apt,12,2 baths,2.0,9.0,411.0,2,90,5,10,16,78,34,4.88,4.94,4.79,4.76,4.82,4.97,5.0,t
f,Seventh Ward,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,90.0,2,1125,14,35,65,155,27,4.67,4.93,4.89,4.81,4.63,4.59,4.81,t
f,French Quarter,Entire residential home,Entire home/apt,16,4 baths,5.0,11.0,1400.0,60,1125,0,0,27,302,4,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f
t,Treme - Lafitte,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,113.0,2,1125,14,39,69,153,6,5.0,5.0,4.67,4.83,4.83,4.17,4.67,t
t,Bywater,Entire cottage,Entire home/apt,4,1 bath,2.0,3.0,102.0,1,365,6,12,23,259,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire rental unit,Entire home/apt,10,3 baths,3.0,5.0,351.0,2,30,4,8,26,86,36,4.72,4.83,4.53,4.69,4.94,4.94,4.86,t
f,Central City,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,239.0,1,1125,0,0,0,0,7,4.43,4.86,4.86,5.0,4.86,3.29,4.29,t
t,Lower Garden District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,75.0,30,90,0,0,0,0,2,5.0,5.0,4.0,5.0,5.0,5.0,4.5,t
f,Leonidas,Shared room in residential home,Shared room,1,1 shared bath,1.0,2.0,35.0,30,1125,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Treme - Lafitte,Entire residential home,Entire home/apt,5,1.5 baths,2.0,3.0,137.0,2,20,0,0,0,0,7,4.57,4.71,4.43,5.0,5.0,4.29,4.43,t
f,Fairgrounds,Entire residential home,Entire home/apt,6,1.5 baths,3.0,3.0,276.0,1,1125,30,60,86,86,13,4.38,4.62,4.77,4.69,4.46,4.54,4.46,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,8,1 bath,3.0,4.0,180.0,2,1125,4,34,64,64,4,4.25,4.75,4.5,4.75,4.5,4.25,4.25,t
f,Mid-City,Entire residential home,Entire home/apt,8,1 bath,2.0,3.0,149.0,2,90,18,48,78,78,9,4.33,4.67,4.22,4.89,4.67,4.44,4.33,t
f,Mid-City,Entire residential home,Entire home/apt,10,1 bath,2.0,4.0,156.0,2,90,24,54,84,84,11,4.27,4.36,3.91,4.82,4.73,4.73,4.09,t
t,Central City,Entire residential home,Entire home/apt,10,2 baths,3.0,2.0,273.0,1,60,6,36,66,66,5,5.0,5.0,5.0,5.0,5.0,4.2,4.8,t
t,Bayou St. John,Entire residential home,Entire home/apt,8,3 baths,4.0,4.0,1089.0,3,30,11,23,49,49,17,4.88,4.94,5.0,5.0,4.94,4.65,4.82,f
f,French Quarter,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,150.0,30,365,20,50,80,285,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,8,1 bath,3.0,4.0,173.0,2,1125,4,34,64,64,14,4.5,4.64,4.57,5.0,4.64,4.0,4.29,t
t,Leonidas,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,71.0,30,90,7,20,20,108,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Freret,Entire residential home,Entire home/apt,8,2 baths,3.0,4.0,240.0,3,1125,10,40,70,167,17,4.88,5.0,5.0,5.0,4.94,5.0,4.88,t
f,Central City,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,145.0,2,1125,14,34,64,330,16,4.81,4.69,4.88,5.0,4.94,4.44,4.69,t
f,Central Business District,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,289.0,4,4,0,0,0,4,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Leonidas,Private room in residential home,Private room,1,1 shared bath,1.0,1.0,95.0,30,1125,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Algiers Point,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,141.0,1,1125,6,36,66,69,12,4.92,5.0,5.0,5.0,4.83,4.92,5.0,f
f,West Lake Forest,Private room in residential home,Private room,10,2 shared baths,4.0,2.0,44.0,10,31,0,0,29,304,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Lower Ninth Ward,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,125.0,2,28,18,39,58,211,3,4.33,4.67,4.67,4.67,4.67,3.67,4.33,t
t,Holy Cross,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,125.0,2,28,18,41,60,213,6,4.83,4.83,4.83,4.83,4.83,4.5,4.83,t
f,Gentilly Terrace,Entire residential home,Entire home/apt,5,1 bath,2.0,2.0,165.0,2,10,0,15,45,131,7,4.86,5.0,5.0,5.0,4.57,5.0,5.0,t
t,Lakeshore - Lake Vista,Private room in guesthouse,Private room,1,1 private bath,1.0,1.0,32.0,30,365,2,23,53,233,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Lower Ninth Ward,Entire rental unit,Entire home/apt,12,4 baths,6.0,8.0,224.0,2,28,18,39,58,211,13,4.54,4.62,4.77,4.62,4.77,3.92,4.62,t
t,U.S. Naval Base,Entire residential home,Entire home/apt,5,1.5 baths,3.0,3.0,200.0,30,90,2,11,41,41,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Lower Garden District,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,95.0,1,1,17,47,77,352,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,City Park,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,100.0,3,365,19,42,72,223,5,4.6,4.8,4.6,5.0,4.8,5.0,4.4,f
t,Central City,Entire residential home,Entire home/apt,10,2 baths,4.0,5.0,329.0,2,60,25,55,85,85,11,4.91,4.91,5.0,5.0,5.0,4.36,4.91,t
f,Pines Village,Entire townhouse,Entire home/apt,9,2.5 baths,3.0,6.0,162.0,2,30,20,50,80,166,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,St. Roch,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,81.0,30,1125,15,45,75,165,1,4.0,5.0,4.0,5.0,5.0,3.0,5.0,t
f,Central City,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,145.0,2,1125,21,48,78,342,12,4.58,4.42,4.83,4.92,4.75,4.08,4.17,t
t,Navarre,Entire residential home,Entire home/apt,8,2.5 baths,4.0,5.0,417.0,3,365,7,37,67,330,19,4.63,4.79,4.79,4.95,4.89,4.84,4.68,t
t,Mid-City,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,134.0,2,900,20,50,80,288,17,4.88,4.94,5.0,4.94,5.0,4.76,4.82,t
f,Mid-City,Entire rental unit,Entire home/apt,8,1 bath,2.0,2.0,156.0,2,900,0,0,0,0,50,4.72,4.7,4.74,5.0,4.9,4.68,4.78,t
f,Fillmore,Private room in residential home,Private room,1,2.5 baths,4.0,4.0,65.0,31,1125,25,55,85,360,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Marigny,Room in boutique hotel,Private room,4,1 shared bath,1.0,1.0,202.0,1,1125,23,43,70,221,4,5.0,5.0,5.0,5.0,5.0,5.0,4.75,t
f,Marigny,Room in boutique hotel,Private room,6,1 private bath,2.0,2.0,299.0,1,1125,11,19,19,19,5,4.8,4.4,4.4,4.8,4.8,4.8,3.8,t
f,Marigny,Room in boutique hotel,Private room,6,1 shared bath,2.0,2.0,309.0,1,1125,13,19,19,19,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central City,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,47.0,30,365,0,2,5,188,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Bayou St. John,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,112.0,2,30,19,49,79,167,10,4.9,4.9,4.9,4.9,4.9,4.8,4.8,t
f,Black Pearl,Entire residential home,Entire home/apt,6,2.5 baths,3.0,3.0,500.0,3,1125,6,16,29,139,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Mid-City,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,99.0,2,10,19,45,75,101,39,4.97,4.87,4.74,5.0,4.97,4.92,4.92,t
f,St. Claude,Entire residential home,Entire home/apt,8,2 baths,3.0,2.0,149.0,30,1125,7,29,32,183,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Algiers Point,Entire rental unit,Entire home/apt,10,3 baths,4.0,5.0,385.0,1,1125,21,46,76,79,16,5.0,5.0,4.94,5.0,4.94,4.94,4.94,f
t,Marigny,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,96.0,1,1125,11,41,71,71,23,4.7,4.83,4.74,4.96,4.83,5.0,4.87,t
f,Mid-City,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,165.0,2,1125,29,59,89,357,8,4.88,4.88,4.88,5.0,5.0,4.75,4.75,t
t,Central Business District,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,127.0,30,90,16,27,46,46,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,441.0,2,365,29,59,89,231,5,4.8,4.8,4.8,4.8,5.0,4.8,4.8,t
f,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,417.0,2,365,21,51,81,227,62,4.68,4.85,4.95,4.76,4.61,4.89,4.85,t
f,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,531.0,2,365,22,52,82,228,16,4.56,4.81,4.75,4.44,4.38,4.69,4.63,t
f,Central Business District,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,428.0,2,365,25,54,84,230,96,4.47,4.61,4.76,4.67,4.43,4.58,4.48,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,798.0,2,365,8,33,60,200,13,4.23,4.08,4.62,4.54,3.46,4.38,4.23,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,645.0,2,365,22,52,76,217,14,4.79,4.64,4.71,4.71,4.71,4.64,4.86,t
t,Mid-City,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,194.0,2,28,20,46,75,253,20,4.6,4.7,4.8,4.85,4.75,4.65,4.45,t
t,St. Roch,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,150.0,1,60,22,52,82,356,30,4.77,4.67,4.9,4.93,5.0,3.9,4.6,t
t,City Park,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,305.0,1,1125,16,25,36,276,40,4.95,5.0,4.98,4.9,5.0,5.0,4.9,t
f,St. Claude,Entire residential home,Entire home/apt,8,2 baths,3.0,4.0,205.0,2,30,22,52,82,167,12,4.33,4.33,4.83,4.83,4.75,3.83,4.58,t
f,Holy Cross,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,75.0,30,1125,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f
t,East Carrollton,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,79.0,1,1125,5,20,50,109,32,4.88,4.97,4.97,5.0,5.0,4.78,4.91,f
f,Broadmoor,Entire residential home,Entire home/apt,6,4 baths,3.0,5.0,550.0,2,1125,0,0,4,91,6,5.0,4.83,4.67,5.0,4.83,4.83,4.33,f
f,Milan,Entire rental unit,Entire home/apt,8,2 baths,3.0,4.0,209.0,2,45,0,27,57,57,9,4.0,4.22,3.78,4.44,4.78,4.22,3.89,t
t,Bayou St. John,Entire residential home,Entire home/apt,4,1 bath,1.0,3.0,149.0,3,60,25,55,85,85,12,4.83,4.92,4.92,4.92,4.67,4.92,4.92,f
f,Mid-City,Entire residential home,Entire home/apt,6,1 bath,2.0,3.0,154.0,2,90,25,55,85,85,13,3.62,4.0,3.54,4.54,4.62,3.46,3.69,t
t,Seventh Ward,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,256.0,2,1125,24,54,84,348,17,4.82,4.82,5.0,5.0,5.0,4.65,4.82,t
f,Seventh Ward,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,186.0,2,45,21,47,77,77,17,4.47,4.59,4.71,4.71,4.65,4.53,4.53,t
f,Seventh Ward,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,122.0,2,45,25,55,85,85,14,4.43,4.64,4.79,4.64,4.79,3.93,4.5,t
t,Audubon,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,336.0,2,30,20,41,71,244,14,4.86,4.93,4.93,5.0,5.0,5.0,4.86,t
